_id,ltable_reviewid,rtable_id,ltable_title,ltable_artist,ltable_year,rtable_title,rtable_artist,rtable_year
652406,20848,864080,you never show your love ep,jessy lanza,2015,you never show your love ep,dj spinn/dj spinn/jessy lanza/jessy lanza/taso/taso,2015
652544,18199,586208,i want you to destroy me,ghost outfit,2013,i want you to destroy me,ghost outfit/ghost outfit,2013
652546,7760,85651,life & love in sparrow's meadow,the skygreen leopards,2005,life & love in sparrow's meadow,the skygreen leopards/the skygreen leopards,2005
653170,1192,185542,the complete guide to insufficiency,david thomas broughton,2005,the complete guide to insufficiency,david thomas broughton/david thomas broughton,2005
653290,9819,111759,dance and walk,no bra,2007,dance and walk,no bra/no bra,2006
653338,16561,458483,i predict a graceful expulsion,cold specks,2012,i predict a graceful expulsion,cold specks/cold specks,2012
653366,4844,67430,when i pretend to fall,the long winters,2003,when i pretend to fall,the long winters/the long winters,2003
653384,14503,328263,tiger flower circle sun,christopher willits,2010,tiger flower circle sun,christopher willits/christopher willits,2010
653573,17634,592556,all my relations,black pus,2013,all my relations,black pus/black pus,2013
653676,11722,35712,a hole is true,double leopards,2005,a hole is true,double leopards/double leopards,2005
654497,13585,189106,tribute to the sun,luciano,2009,tribute to the sun,luciano/luciano,2009
654888,9650,586538,music for plants,mixel pixel,2006,music for plants,mixel pixel/mixel pixel,2006
654933,6203,39612,the teaches of peaches,peaches,2002,the teaches of peaches,peaches/peaches,2000
654934,6380,203645,choreographed man of war,robert pollard and his soft rock renegades,,choreographed man of war,robert pollard and his soft rock renegades/robert pollard and his soft rock renegades,2001
655205,9943,80202,happy in grey,damero,2007,happy in grey,damero/damero,2007
655761,21397,958494,the return of the dragon (the abstract went on vacation),busta rhymes,2015,the return of the dragon (the abstract went on vacation),busta rhymes/busta rhymes,2015
655777,19426,889104,where we come from,popcaan,2014,where we come from,popcaan/popcaan,2014
656372,2907,167453,these were the earlies,the earlies,2004,these were the earlies,the earlies/the earlies,2004
656462,8459,74811,under a different sky,via tania,2003,under a different sky,via tania/via tania,2003
656601,8820,482671,tomorrow never comes,xinlisupreme,2002,tomorrow never comes,xinlisupreme/xinlisupreme,2002
656605,17957,588203,ghosts go blind,ola podrida,2013,ghosts go blind,ola podrida/ola podrida,2013
656615,13394,391964,the entrance band,the entrance band,2009,the entrance band,the entrance band/the entrance band,2009
656823,16184,399528,back on time,plug,2012,back on time,plug/plug,2012
657079,17194,811917,look a little closer,levek,2012,look a little closer,levek/levek,2012
657237,5769,41240,waiting for the sirens' call,new order,2005,waiting for the sirens' call,new order/new order,2005
657502,15112,320430,end it all,beans,2011,end it all,beans/beans,2011
657505,10008,89963,lose all time,you say party,2007,lose all time,you say party! we say die!/you say party! we say die!,2007
657506,12299,218821,an optimist notes the dusk,david grubbs,2008,an optimist notes the dusk,david grubbs/david grubbs,2008
657611,13868,223748,in search of stoney jackson,strong arm steady,2010,in search of stoney jackson,strong arm steady/strong arm steady,2010
657711,13052,112796,wolfgang amadeus phoenix,phoenix,2009,wolfgang amadeus phoenix,phoenix/phoenix,2009
657914,17998,556691,crawling up the stairs,pure x,2013,crawling up the stairs,pure x/pure x,2013
657915,13238,192592,so far gone,drake,2009,so far gone,drake/drake,2009
657916,7639,662998,odds and ends,akio suzuki,2002,odds and ends,akio suzuki/akio suzuki,2001
658157,17516,514656,anything in return,toro y moi,2013,anything in return,toro y moi/toro y moi,2013
658194,11608,93041,tha carter iii,lil wayne,2008,tha carter iii,lil wayne/lil wayne,2008
658211,13937,330727,we all got out of the army,robert pollard,2010,we all got out of the army,robert pollard/robert pollard,2010
658384,11582,14298,nah und fern,gas,2008,nah und fern,gas/gas,2008
658385,17726,518127,m b v,my bloody valentine,2013,m b v,my bloody valentine/my bloody valentine,2013
658436,13404,414129,alice and friends,box elders,2009,alice and friends,box elders/box elders,2009
658491,16580,439479,club rez ep,girl unit,2012,club rez ep,girl unit,2012
658494,19963,754405,"money sucks, friends rule",dillon francis,2014,"money sucks, friends rule",dillon francis,2014
658495,21351,1040459,speedin' bullet 2 heaven,kid cudi,2015,speedin' bullet 2 heaven,kid cudi,2015
658571,1067,2952,talkin' honky blues,buck 65,2003,talkin' honky blues,buck 65,2003
658669,1364,105524,perfect pitch black,cave in,2005,perfect pitch black,cave in,2005
658711,19489,720349,as the river flows,jobriath,2014,as the river flows,jobriath,2014
658720,12980,150592,"set 'em wild, set 'em free",akron/family,2009,"set 'em wild, set 'em free",akron/family,2009
658721,20761,856917,all is illusory,the velvet teen,2015,all is illusory,the velvet teen,2015
658755,19700,770687,hold it in,melvins,2014,hold it in,melvins,2014
658760,13553,190392,declaration of dependence,kings of convenience,2009,declaration of dependence,kings of convenience,2009
658876,19370,691835,when life comes to death,yaitw,2014,when life comes to death,young and in the way,2014
658880,19591,756677,the process of self-immolation,alraune,2014,the process of self-immolation,alraune (3),2014
658898,21199,1005730,so the flies don't come,milo,2015,so the flies don't come,kenny segal/milo (34),2015
659117,6725,15150,life in a bubble can be beautiful,red stars theory,,life in a bubble can be beautiful,red stars theory,1999
659122,17132,479860,all we love we leave behind,converge,2012,all we love we leave behind,converge,2012
659265,16187,403729,the stars are indifferent to astronomy,nada surf,2012,the stars are indifferent to astronomy,nada surf,2012
659448,9382,35840,crazy itch radio,basement jaxx,2006,crazy itch radio,basement jaxx,2006
659449,12114,296626,life is sweet,the lodger,2008,life is sweet,the lodger,2008
659455,16721,445532,the bravest man in the universe,bobby womack,2012,the bravest man in the universe,bobby womack,2012
659472,699,8028,i see a darkness,bonnie prince billy,1999,i see a darkness,"bonnie ""prince"" billy",1999
659524,6834,39958,the tipping point,the roots,2004,the tipping point,the roots,2004
659542,5441,150397,the new danger,mos def,2004,the new danger,mos def,2004
659543,16916,463478,key to the kuffs,jj doom,2012,key to the kuffs,jj doom,2012
659547,13212,152942,wild young hearts,noisettes,2009,wild young hearts,noisettes,2009
659665,9536,196740,a tom moulton mix,tom moulton,2006,a tom moulton mix,tom moulton,2006
659692,20266,846114,if i kill this thing we're all going to eat for a week,lieutenant,2015,if i kill this thing we're all going to eat for a week,lieutenant (5),2015
659961,15228,338876,a thousand heys,mazes,2011,a thousand heys,mazes,2011
660025,19622,737914,time to die,electric wizard,2014,time to die,electric wizard (2),2014
660194,19108,661681,the take off and landing of everything,elbow,2014,the take off and landing of everything,elbow,2014
660203,20083,785175,"what a terrible world, what a beautiful world",the decemberists,2015,"what a terrible world, what a beautiful world",the decemberists,2015
660204,21995,1013107,why are you ok,band of horses,2016,why are you ok,band of horses,2016
660301,22376,1069478,light we made,balance and composure,2016,light we made,balance and composure,2016
660302,5144,2921,call of the mastodon,mastodon,2006,call of the mastodon,mastodon,2006
660320,21885,1016511,for those of you who have never (and also those who have),huerco s.,2016,for those of you who have never (and also those who have),huerco s.,2016
660321,5439,26219,ringleader of the tormentors,morrissey,2006,ringleader of the tormentors,morrissey,2006
660387,13625,198675,axe to fall,converge,2009,axe to fall,converge,2009
660653,16390,419376,port of morrow,the shins,2012,port of morrow,the shins,2012
660655,10198,1016551,dirty south dance,a-trak,2007,dirty south dance,a-trak,2007
660657,5030,34205,confessions on a dance floor,madonna,2005,confessions on a dance floor,madonna,2005
660658,9959,121026,music for tourists,chris garneau,2007,music for tourists,chris garneau,2007
660666,763,33181,amore del tropico,the black heart procession,2002,amore del tropico,the black heart procession,2002
660681,21729,989023,don't look down,mr. lif,2016,don't look down,mr. lif,2016
660839,5151,17057,a chance to cut is a chance to cure,matmos,2001,a chance to cut is a chance to cure,matmos,2001
661210,3863,55168,surrounded by thieves,high on fire,2002,surrounded by thieves,high on fire,2002
661362,19214,671305,do to the beast,the afghan whigs,2014,do to the beast,the afghan whigs,2014
661501,17050,471130,i bet on sky,dinosaur jr.,2012,i bet on sky,dinosaur jr.,2012
661590,3756,52673,"stories from the city, stories from the sea",pj harvey,2000,"stories from the city, stories from the sea",pj harvey,2000
661646,7491,77101,do the bambi,stereo total,2005,do the bambi,stereo total,2005
661906,12424,35202,"we are beautiful, we are doomed",los campesinos!,2008,"we are beautiful, we are doomed",los campesinos!/los campesinos!,2008
662126,17928,538140,dragged down a dead end path,call of the void,2013,dragged down a dead end path,call of the void/call of the void,2013
662225,15506,420456,make your own danger,alina simone,2011,make your own danger,alina simone/alina simone,2011
662282,14118,316237,a coming of age,lucky soul,2010,a coming of age,lucky soul/lucky soul,2010
662500,12357,70901,chrome's on it ep,telepathe,2008,chrome's on it ep,telepathe/telepathe,2008
662525,10656,113828,autumn of the seraphs,pinback,2007,autumn of the seraphs,pinback/pinback,2007
662526,2688,117734,blinking lights and other revelations,eels,2005,blinking lights and other revelations,eels/eels,2005
662972,17221,540963,so many days,julie doiron,2012,so many days,julie doiron/julie doiron,2012
663137,12435,49926,welcome to mali,amadou & mariam,2008,welcome to mali,amadou & mariam/amadou & mariam,2008
663258,14736,286360,play it strange,the fresh & onlys,2010,play it strange,the fresh & onlys/the fresh & onlys,2010
664200,12700,114336,how will you?,azita,2009,how will you?,azita/azita,2009
664397,5872,57636,livin' fear of james last,nurse with wound,2005,livin' fear of james last,nurse with wound/nurse with wound,2005
664500,10971,630538,life goes on,trae,2007,life goes on,trae/trae,2007
664581,19181,125966,any other city,life without buildings,2001/2014,any other city,life without buildings/life without buildings,2000
664600,14171,461055,guitar el chark,omar khorshid,2010,guitar el chark,omar khorshid/omar khorshid,2010
664702,2080,1122275,wayfaring strangers: ladies from the canyon,various artists,2006,wayfaring strangers: ladies from the canyon,various/various,2006
664896,9646,391460,the unsung colony,norfolk & western,2006,the unsung colony,norfolk & western/norfolk & western,2006
664898,454,138007,love songs for patriots,american music club,2004,love songs for patriots,american music club/american music club,2004
664934,13037,127389,"yours truly, the commuter",jason lytle,2009,"yours truly, the commuter",jason lytle/jason lytle,2009
664972,9126,335020,best of luna,luna,2006,best of luna,luna (5)/luna (5),2006
664983,14224,245762,at echo lake,woods,2010,at echo lake,woods (2)/woods (2),2010
665000,10087,6943,the undisputed truth,brother ali,2007,the undisputed truth,brother ali/brother ali,2007
665032,4581,101340,hopes and fears,keane,2004,hopes and fears,keane/keane,2004
665130,105,1734,a word in your ear,alfie,2002,a word in your ear,alfie/alfie,2002
665134,15222,321859,last of the country gentlemen,josh t. pearson,2011,last of the country gentlemen,josh pearson/josh pearson,2011
665158,3619,25193,legend of the liquid sword,gza,2002,legend of the liquid sword,gza/gza/the genius/the genius,2002
665216,13223,292356,"gather, form & fly",megafaun,2009,"gather, form & fly",megafaun/megafaun,2009
665217,13474,337893,"texas rose, the thaw, and the beasts",castanets,2009,"texas rose, the thaw, and the beasts",castanets/castanets,2009
